"V1","V2"
1.21330215229297,1.36233223214692
2.00099263025522,1.79355275099618
1.76608466326783,1.51071221316032
1.5695965634175,1.48601896330838
1.93160491717306,1.29923347877214
1.46131103657912,1.1188064645649
1.46990423260826,1.1392417508416
0.992405094323793,0.963520268625609
1.56488058602887,1.39320363061419
1.15187759952886,1.16425176995702
2.02311067946521,1.12016084002284
1.52456479206268,1.59048642413419
1.782696501021,1.52616020913224
1.77309989977356,1.17375062719301
1.41214476500935,1.19205804555901
1.87438610597686,1.73730416450142
1.2403951247891,1.25041234719344
2.41723992422659,1.75468277781455
1.69581796203977,1.27833290210688
1.71602421827819,1.66192609093343
1.66972902808526,1.59535889858287
1.73595132881752,1.41814089706458
2.28938287375441,1.4885859359449
1.16940335733822,1.17685460286025
1.63667554651652,1.39209733420127
1.33904704209754,-1.4206548523827
1.6507278146922,-2.01816513593784
1.61990164732014,-1.40282215819505
1.22164649730048,-2.10284342129717
1.58733630271016,-1.47289723901647
1.0557555200697,-1.81126598882269
1.62428864611603,-1.29847574063649
0.75003378030165,-1.66524383847786
0.676509824615757,-2.48253944841379
1.58787888726728,-1.80568929657697
1.53334544534523,-0.930644297590548
1.27975048936768,-1.3424082572353
1.0148688701405,-0.999186123002509
1.62843459342254,-1.6378596414963
1.26019085403164,-1.62180398418352
2.11659263391808,-0.932958044717082
1.57462906064526,-1.66068833978641
1.30652367744563,-1.31896223813388
2.01888064989583,-1.79345226892041
1.65038787773801,-1.37131630406691
1.74219212482155,-1.66281659568636
0.912655876453626,-1.22442300988181
1.78814485239971,-0.679210430242507
1.86980944583268,-0.865612942128747
1.91456867862012,-0.95250171470415
-1.47384275798606,-0.76935559689085
-1.91512131926546,-0.630224043547851
-0.527780100698001,-1.11733127186461
-1.582046663517,-1.282787602512
-2.00593016268714,-1.40394212756513
-2.2848438335796,-0.526391536510511
-1.70237229570563,-1.1710344640588
-0.751583790512806,-0.365375982886364
-0.930899358425739,-0.917949643344469
-2.29216666290517,-0.368459424276518
-1.48754385767978,-0.694430055989167
-1.33300587821646,-0.948496911104547
-1.81633931245129,-0.170390268111259
-1.40239813328586,-0.2866012728744
-1.5896144737325,-0.369774668018342
-2.36785861704356,-1.1998329464967
-1.5799467710793,-1.04733103468335
-1.29928467471948,-0.890216828361356
-0.879606881497913,-0.997009824143297
-1.81731611765989,-1.41127180837367
-1.76644394540639,-1.01697471305334
-2.44525987129773,-1.08264252323181
-1.49577523102459,-0.425306048956224
-1.62159004446785,0.345076421808755
-2.01834845513495,-1.07670844693766
-0.317676798298553,0.604457802532731
-2.11188220607473,2.24436584412646
-2.01556764505638,2.08258689199392
-1.15978768083036,0.193169009297175
-1.10635366293873,0.37952066293182
-2.3546497233713,-0.288075085469561
-0.0953674589571549,-0.167825379285768
-1.81229680965281,0.675571756198584
-0.500820233915549,0.723252955882384
-1.1922387756901,0.645210838252406
-1.69771185516479,0.678080049058019
-2.91966962571221,0.34933749195755
-0.388201881197686,1.11723311714159
-0.74335394524074,1.70729867957398
-0.65287664795349,0.953976954745662
-0.838509855942674,0.540438258081535
-1.46551048054914,0.78517518670226
-2.71036122316214,0.490569625992188
-1.73413417847999,1.76785557315413
-1.98111745069147,1.04880506092059
-2.29849286427063,1.02082350843535
-1.65366655043835,0.771561603796559
-1.64708230514329,1.98542258113719
-0.802209075376243,1.47341189097775
-0.503151107253051,1.40980961510562
